matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
302,C9 Score,"NA1_4257002960",12,24,10042,1.2,9069,-2,1654,10,1
303,C9 Score,"NA1_4256958345",11,24,6416,0.4,11075,-1,1944,10,1
304,C9 Score,"NA1_4230140903",-5,21,3715,0.8,-413,0,2042,10,1
305,C9 Score,"NA1_4230058616",18,32,9941,1.4,10063,4,1431,10,1
306,C9 Score,"NA1_4169316159",12,15,8173,1.2,13159,1,1742,10,1
307,C9 Score,"NA1_4166751257",-25,-38,-7313,-0.6,-13100,-2,2314,10,0
308,C9 Score,"NA1_4144204264",18,26,9452,1.8,9451,1,1930,10,1
309,C9 Score,"NA1_4140792799",-12,-10,-6860,-1.4,-4787,-4,2113,10,0
310,C9 Score,"NA1_4140718615",15,37,6323,0.8,-7518,-1,2602,10,1
311,C9 Score,"NA1_4137025167",13,11,6779,0.2,19153,4,1730,10,1
312,C9 Score,"NA1_4136999696",-15,-31,-12245,-2,-22536,-1,1565,10,0
313,C9 Score,"NA1_4135802333",18,15,8078,1,7402,2,958,10,1
314,C9 Score,"NA1_4135729201",-23,-14,-15549,-1.2,-18358,-1,1293,10,0
315,C9 Score,"NA1_4135706773",-25,-25,-17274,-1.4,-18362,1,1381,10,0
316,C9 Score,"NA1_4134405403",-9,-20,-6992,-0.4,-18077,-3,1956,10,0
317,C9 Score,"NA1_4134403062",17,12,12624,1.4,8602,1,938,10,1
318,C9 Score,"NA1_4134379231",22,55,4881,1.2,1991,3,1838,10,1
319,C9 Score,"NA1_4134346015",5,18,6445,0.6,16516,3,1782,10,1
320,C9 Score,"NA1_4133443133",22,48,15073,1,16999,0,1876,10,1
321,C9 Score,"NA1_4132294362",21,26,11209,1.8,11286,0,1705,10,1
322,C9 Score,"NA1_4132320609",-8,-23,-7839,-1,-17938,0,1847,10,0
323,C9 Score,"NA1_4129746462",-2,-7,283,0.2,36662,0,2534,10,1
324,C9 Score,"NA1_4129744135",25,26,18118,1.8,20667,3,1212,10,1
325,C9 Score,"NA1_4129741893",31,36,17131,1.8,15999,2,1225,10,1
326,C9 Score,"NA1_4126142194",12,-14,5833,1,13070,5,1814,10,1
327,C9 Score,"NA1_4126088798",9,24,10149,1.8,5140,1,1518,10,1
328,C9 Score,"NA1_4126106038",-17,-19,-11422,-1.6,-8833,-2,922,10,0
329,C9 Score,"NA1_4126093713",14,42,11998,2.4,8915,4,1765,10,1
330,C9 Score,"NA1_4125148567",-13,-19,-7375,-1.6,-5963,-3,1223,10,0
331,C9 Score,"NA1_4125154539",-13,-24,-9472,-1.4,-13822,0,1710,10,0
332,C9 Score,"NA1_4125190089",-27,-35,-12655,-1.4,-18631,-3,1886,10,0
333,C9 Score,"NA1_4125116391",5,10,-498,0.4,3514,0,2379,10,1
334,C9 Score,"NA1_4123881280",-24,-15,-8915,-1.2,-13171,3,2325,10,0
335,That Boy Bobby,"NA1_4267327922",-16,-45,-12415,-2,-11368,-4,1809,10,0
336,That Boy Bobby,"NA1_4266440588",-9,0,-9814,-1.8,-4493,2,1753,10,0
337,That Boy Bobby,"NA1_4265463898",13,36,4637,1.2,-6251,1,2202,10,1
338,That Boy Bobby,"NA1_4263232929",-13,-21,-12319,-1.6,-20612,-3,1286,10,0
339,That Boy Bobby,"NA1_4260658015",1,-13,-7412,0,-6852,3,2161,10,0
340,That Boy Bobby,"NA1_4255502483",3,5,532,0.2,92,1,1890,10,1
341,That Boy Bobby,"NA1_4254934749",-2,-18,2562,0.6,-6071,1,2050,10,0
342,That Boy Bobby,"NA1_4253861105",-13,-7,-7598,-1.2,-9414,-2,1386,10,0
343,That Boy Bobby,"NA1_4253813844",8,21,7148,1.8,-7776,-2,1884,10,1
344,That Boy Bobby,"NA1_4253018660",20,37,10794,1.4,10135,-1,1745,10,1
345,That Boy Bobby,"NA1_4253049807",-10,-25,-8702,-0.8,-6623,-3,1856,10,0
346,That Boy Bobby,"NA1_4252855797",-35,-48,-17902,-2,-21412,-1,1447,10,0
347,That Boy Bobby,"NA1_4251579689",-15,-20,-11783,-1.8,-12273,-4,1717,10,0
348,That Boy Bobby,"NA1_4250790096",-14,-3,-8506,-0.8,-6932,-5,2343,10,0
349,That Boy Bobby,"NA1_4250740222",-5,-11,-4878,-1,-4626,0,703,10,0
350,That Boy Bobby,"NA1_4250624879",-3,6,-8729,-1,2512,-2,2356,10,0
351,That Boy Bobby,"NA1_4250616611",9,18,5576,1.4,6101,0,1770,10,1
352,That Boy Bobby,"NA1_4249982487",24,23,12395,1,19372,3,1255,10,1
353,That Boy Bobby,"NA1_4249926388",-11,-10,-13219,-1.4,-10013,-3,1482,10,0
354,That Boy Bobby,"NA1_4249747147",-9,-26,-5989,-1.2,-234,-3,2074,10,0
355,That Boy Bobby,"NA1_4249732216",9,1,8022,0.6,16118,0,1706,10,1
356,That Boy Bobby,"NA1_4248153070",5,-9,5766,0,17291,1,2128,10,1
357,That Boy Bobby,"NA1_4247708580",-18,-24,-7488,-0.6,-4475,0,2173,10,0
358,That Boy Bobby,"NA1_4247439799",-19,-34,-82,-0.2,-10347,-3,2405,10,0
359,That Boy Bobby,"NA1_4247394561",-5,-9,-4257,-0.8,-10602,0,1647,10,0
360,That Boy Bobby,"NA1_4246937629",-28,-14,-16582,-2,-22754,-1,1043,10,0
361,That Boy Bobby,"NA1_4241345777",16,15,17214,2.4,16582,2,1140,10,1
362,That Boy Bobby,"NA1_4241288393",13,4,8989,1.4,17817,-1,1468,10,1
363,That Boy Bobby,"NA1_4230035958",29,23,15058,2,28291,3,1467,10,1
364,That Boy Bobby,"NA1_4228150835",-32,-75,-10081,-1.6,-12419,-1,2080,10,0
365,That Boy Bobby,"NA1_4226679754",-11,-18,-8504,-1,-7724,-1,1001,10,0
366,That Boy Bobby,"NA1_4226349000",3,-4,7189,0.4,2764,5,1883,10,1
367,That Boy Bobby,"NA1_4226334917",-15,-11,-10773,-1.8,-15848,-2,1119,10,0
368,That Boy Bobby,"NA1_4225569246",7,16,4861,1.2,12929,5,1983,10,1
369,That Boy Bobby,"NA1_4225546560",17,36,13899,1.2,10990,-1,1450,10,1
370,That Boy Bobby,"NA1_4225560968",18,29,7854,1.6,10762,0,2091,10,1
371,That Boy Bobby,"NA1_4225526706",12,26,10178,2,-2154,1,2226,10,1
372,That Boy Bobby,"NA1_4223591722",-17,-19,-15641,-1.6,-22010,-1,1432,10,0
373,That Boy Bobby,"NA1_4220476297",16,3,9114,0.8,10077,1,1942,10,1
374,That Boy Bobby,"NA1_4220454023",24,14,16240,1.6,20023,2,1631,10,1
375,That Boy Bobby,"NA1_4220047718",11,10,9795,1.4,16230,4,1681,10,1
376,That Boy Bobby,"NA1_4219754806",-1,-9,1197,0.4,9471,0,1876,10,1
377,That Boy Bobby,"NA1_4207620914",-8,-9,-7045,-0.2,-17156,-2,2199,10,0
378,That Boy Bobby,"NA1_4207603649",-9,-22,-11131,-1.8,-7209,-1,1888,10,0
379,That Boy Bobby,"NA1_4207544653",-9,-1,-10056,0,-9197,1,2862,10,0
380,That Boy Bobby,"NA1_4207457481",7,7,5569,0.6,18146,-1,2264,10,1
381,That Boy Bobby,"NA1_4205605547",10,-3,-1004,-0.6,-7784,3,2020,10,0
382,That Boy Bobby,"NA1_4205094624",15,28,7830,1,14796,-1,2076,10,1
383,That Boy Bobby,"NA1_4204123386",25,28,13367,1.8,15002,4,1489,10,1
384,That Boy Bobby,"NA1_4204010721",-17,-35,-12446,-1.6,-14594,1,1320,10,0
385,StreamFunk,"NA1_4240954370",12,10,8120,0.6,18459,-1,1954,10,1
386,StreamFunk,"NA1_4240899477",27,17,9652,1.4,-1900,2,1581,10,1
387,StreamFunk,"NA1_4240871686",-11,-26,-6821,-1.4,-11149,0,1716,10,0
388,StreamFunk,"NA1_4240697223",2,7,6472,0.8,25567,0,1656,10,1
389,StreamFunk,"NA1_4240741598",12,11,10626,1.2,8313,0,985,10,1
390,StreamFunk,"NA1_4240585332",39,42,10738,1.6,-1003,2,2299,10,1
391,StreamFunk,"NA1_4240570377",-23,-20,-10712,-1.2,-11510,-1,1365,10,0
392,StreamFunk,"NA1_4240221886",-13,-15,-8877,-1.2,-15725,-1,2154,10,0
393,StreamFunk,"NA1_4240198859",7,7,6086,1.8,5547,-1,621,10,1
394,StreamFunk,"NA1_4239275974",-4,6,-3673,-0.4,-21056,1,1592,10,0
395,StreamFunk,"NA1_4234451655",12,8,10233,1,19659,1,1893,10,1
396,StreamFunk,"NA1_4234197174",-10,-26,-7610,-1.4,-8884,-2,2140,10,0
397,StreamFunk,"NA1_4234184866",20,28,11889,1.8,9021,1,842,10,1
398,StreamFunk,"NA1_4234138461",-5,-1,-5378,0,-23773,-1,2107,10,0
399,StreamFunk,"NA1_4234171894",-23,-30,-13779,-1.8,-45476,-4,1561,10,0
400,StreamFunk,"NA1_4234096225",12,19,10489,1.4,6605,3,1839,10,1
401,StreamFunk,"NA1_4225313089",14,20,4996,1,16302,3,2059,10,1
402,StreamFunk,"NA1_4225282224",14,23,11159,1.2,18035,1,1332,10,1
403,StreamFunk,"NA1_4196316693",0,-5,8473,0.6,8769,-1,2177,10,1
404,StreamFunk,"NA1_4196314694",-18,-24,-7282,-1.2,-7805,-1,1923,10,0
405,StreamFunk,"NA1_4195275595",-11,-28,-10512,-1.6,-9598,2,1625,10,0
406,StreamFunk,"NA1_4195083175",-12,-10,-11838,-1.4,-21387,-4,1439,10,0
407,StreamFunk,"NA1_4195080547",-9,-31,5785,0.4,16442,2,2077,10,1
408,StreamFunk,"NA1_4194963863",-7,1,-3850,1,-5617,0,1842,10,1
409,StreamFunk,"NA1_4194918924",-24,-28,-11731,-2,-17190,3,1436,10,0
410,StreamFunk,"NA1_4194244788",13,36,1568,0.4,-10124,4,2591,10,0
411,StreamFunk,"NA1_4193244421",16,23,17082,2.2,13021,0,1691,10,1
412,StreamFunk,"NA1_4193028462",-20,-30,-12883,-1.4,-25055,-2,1690,10,0
413,StreamFunk,"NA1_4192934267",-11,-7,-9299,-0.6,-24429,0,1828,10,0
414,StreamFunk,"NA1_4192865784",10,26,10207,1.6,17740,2,1970,10,1
415,StreamFunk,"NA1_4192232077",9,13,7352,0.6,9189,-2,1829,10,1
416,StreamFunk,"NA1_4192186671",14,19,10515,0.8,15517,-1,1989,10,1
417,StreamFunk,"NA1_4192162101",14,24,7558,1,16517,0,1462,10,1
418,StreamFunk,"NA1_4192105024",-12,-25,-9624,-1.4,-10093,3,1998,10,0
419,StreamFunk,"NA1_4192075804",21,23,10513,1.4,14707,-1,1987,10,1
420,StreamFunk,"NA1_4191986966",-18,-43,-15773,-1.6,-15623,0,1986,10,0
421,StreamFunk,"NA1_4191965469",14,14,12069,1.8,17421,5,1925,10,1
422,StreamFunk,"NA1_4191183953",-22,-18,-12075,-2,-15686,-4,1611,10,0
423,StreamFunk,"NA1_4191098569",10,32,-820,0.2,-4126,3,2851,10,1
424,StreamFunk,"NA1_4191074308",-6,6,-6271,-0.6,-12157,-1,2406,10,0
425,StreamFunk,"NA1_4189544536",21,41,7765,0.4,21289,1,1746,10,1
426,StreamFunk,"NA1_4189483331",13,-5,8973,1.2,17720,5,2161,10,1
427,StreamFunk,"NA1_4189422937",-19,-27,-12135,-0.8,-21209,-3,1984,10,0
428,StreamFunk,"NA1_4188526600",-20,-17,-9971,-1.8,-7498,-2,1808,10,0
429,StreamFunk,"NA1_4188510085",-8,-7,-2856,-0.2,-10484,-4,1904,10,0
430,StreamFunk,"NA1_4188464866",-12,-21,-11404,-1.4,-11082,-2,1921,10,0
431,StreamFunk,"NA1_4188399096",-7,-3,-9289,-0.8,-9523,0,2307,10,0
432,StreamFunk,"NA1_4187934273",5,19,7359,0.4,6885,2,2205,10,1
433,StreamFunk,"NA1_4187844245",10,-1,11249,1.6,20582,3,1942,10,1
434,StreamFunk,"NA1_4186907131",-12,-4,-8432,-1,-9552,-3,1333,10,0
435,Diamond Edgz,"NA1_4266161655",-6,-10,-2095,-0.6,-3450,1,2181,10,0
436,Diamond Edgz,"NA1_4263829627",25,21,13674,2.2,18901,3,1370,10,1
437,Diamond Edgz,"NA1_4263785240",-20,-37,-11904,-1.4,-17543,-3,1861,10,0
438,Diamond Edgz,"NA1_4263309596",5,16,-3298,-0.4,-3643,-1,2073,10,0
439,Diamond Edgz,"NA1_4263281899",18,0,17797,1,16427,1,2064,10,1
440,Diamond Edgz,"NA1_4263045410",-13,-9,-10433,-1.6,-5535,-1,821,10,0
441,Diamond Edgz,"NA1_4255681724",5,8,1595,-0.4,10034,2,2321,10,1
442,Diamond Edgz,"NA1_4255374084",3,27,9766,1.4,10823,0,1718,10,1
443,Diamond Edgz,"NA1_4255361548",-2,-10,-7503,-1.2,-13334,0,1568,10,0
444,Diamond Edgz,"NA1_4255316818",9,-1,10487,0.4,22125,-1,1848,10,1
445,Diamond Edgz,"NA1_4248429321",9,5,9244,1.4,6603,1,762,10,1
446,Diamond Edgz,"NA1_4248378200",-14,-32,-9952,0,4375,0,2929,10,1
447,Diamond Edgz,"NA1_4248423636",-18,-32,-12022,-1.4,-15738,-3,1660,10,0
448,Diamond Edgz,"NA1_4244821853",2,20,2148,0.4,-6512,2,2332,10,1
449,Diamond Edgz,"NA1_4244517845",20,20,12135,1.4,13496,2,919,10,1
450,Diamond Edgz,"NA1_4244490984",23,33,4794,1.6,2800,1,1918,10,1
451,Diamond Edgz,"NA1_4235765869",-15,-1,-13153,-1.4,-16470,-2,1844,10,0
452,Diamond Edgz,"NA1_4235750963",19,11,10784,1.6,-454,3,2009,10,1
453,Diamond Edgz,"NA1_4233056845",3,-8,-1339,-1,8142,0,1745,10,0
454,Diamond Edgz,"NA1_4233071224",11,10,10066,1.4,10267,4,1773,10,1
455,Diamond Edgz,"NA1_4233025544",-18,-23,-15789,-1.6,-7366,-3,1576,10,0
456,Diamond Edgz,"NA1_4229207973",13,11,12607,1.6,8063,0,1408,10,1
457,Diamond Edgz,"NA1_4229183797",-5,-31,968,0.4,-11980,2,1744,10,0
458,Diamond Edgz,"NA1_4227577500",-13,-14,-3927,-0.8,-9597,0,2273,10,0
459,Diamond Edgz,"NA1_4227601109",-24,-21,-10168,-1.6,-9375,-2,1223,10,0
460,Diamond Edgz,"NA1_4227531240",14,33,11993,1.2,11732,3,1976,10,1
461,Diamond Edgz,"NA1_4227392142",23,28,15599,2,11408,1,1376,10,1
462,Diamond Edgz,"NA1_4220654351",-3,15,-8326,-0.6,-17533,-3,1928,10,0
463,Diamond Edgz,"NA1_4220595503",11,13,6311,0.8,5233,2,931,10,1
464,Diamond Edgz,"NA1_4220581720",33,19,15452,2.4,15576,4,1756,10,1
465,Diamond Edgz,"NA1_4220538243",-1,7,4060,0.8,5773,0,1859,10,1
466,Diamond Edgz,"NA1_4220495760",-9,3,-9644,-1,-16085,-4,1643,10,0
467,Diamond Edgz,"NA1_4220490343",14,29,3325,1.2,-11647,-3,2219,10,1
468,Diamond Edgz,"NA1_4220457150",-19,-39,-9581,-1.2,-4326,-4,1655,10,0
469,Diamond Edgz,"NA1_4220146302",12,23,6472,0.8,14497,1,2093,10,1
470,Diamond Edgz,"NA1_4220140161",-21,-16,-11017,-1.4,-6989,2,1630,10,0
471,Diamond Edgz,"NA1_4220072472",17,14,10937,2,8216,2,1890,10,1
472,Diamond Edgz,"NA1_4219614259",-3,-20,-2364,-0.8,-3078,2,1748,10,0
473,Diamond Edgz,"NA1_4219610798",10,15,7099,0.6,11075,3,1626,10,1
474,Diamond Edgz,"NA1_4219556767",6,0,8366,0.8,15499,3,2041,10,1
475,Diamond Edgz,"NA1_4219542768",-15,-26,-10367,-1.4,-11580,-1,2104,10,0
476,Diamond Edgz,"NA1_4219570020",-22,-24,-12717,-1.8,-17648,-2,1431,10,0
477,Diamond Edgz,"NA1_4218847869",-4,-14,-1630,-0.8,7287,2,1800,10,0
478,Diamond Edgz,"NA1_4218779339",-4,-2,-2153,-0.4,-2810,-3,2313,10,0
479,Diamond Edgz,"NA1_4218643660",-10,-52,-12010,-1.4,-2431,0,2200,10,0
480,Diamond Edgz,"NA1_4218597917",21,22,13721,1,21769,3,1553,10,1
481,Diamond Edgz,"NA1_4218591833",12,39,9917,1,8196,1,2019,10,1
482,Diamond Edgz,"NA1_4218531053",13,13,7148,0.2,6229,2,2531,10,1
483,Diamond Edgz,"NA1_4218502671",19,19,14494,1.6,18158,2,1591,10,1
484,Diamond Edgz,"NA1_4218439293",-16,0,-4556,0.2,-22515,-3,1769,10,0
485,Yuiyui,"NA1_4222060279",13,17,11004,1.8,6247,-1,1188,10,1
486,Yuiyui,"NA1_4221966162",-2,-3,-8751,-0.6,-23056,-3,1679,10,0
487,Yuiyui,"NA1_4222010013",-5,-4,-7765,-0.6,-13261,-4,1964,10,0
488,Yuiyui,"NA1_4210825514",-11,-13,-11318,-1,-23164,-4,1508,10,0
489,Yuiyui,"NA1_4209165914",0,26,7444,1.6,16482,2,1609,10,1
490,Yuiyui,"NA1_4209069263",-11,-17,-5568,-0.8,-2829,-1,1425,10,0
491,Yuiyui,"NA1_4209071442",-18,-22,-13187,-1.8,-14143,-3,1442,10,0
492,Yuiyui,"NA1_4205183623",-15,-5,-12443,-1.2,-19235,-2,1689,10,0
493,Yuiyui,"NA1_4198996232",-18,-11,-15299,-2.4,-25778,0,1202,10,0
494,Yuiyui,"NA1_4198938348",11,19,10546,1.6,15371,2,1658,10,1
495,Yuiyui,"NA1_4198879873",-15,-25,-11591,-0.8,-15998,1,1377,10,0
496,Yuiyui,"NA1_4198809126",-25,-53,-10305,-2.4,297,0,1963,10,0
497,Yuiyui,"NA1_4198811144",-23,-26,-21390,-2.2,-20585,0,1442,10,0
498,Yuiyui,"NA1_4198659164",-1,1,2268,-0.2,14306,1,1916,10,1
499,Yuiyui,"NA1_4197703310",12,24,8972,1.2,5845,1,1403,10,1
500,Yuiyui,"NA1_4197646943",24,43,13960,2,4020,4,1643,10,1
501,Yuiyui,"NA1_4197370100",21,36,6007,1.4,17916,5,2041,10,1
502,Yuiyui,"NA1_4197302258",-10,5,-10750,-1,-21838,0,1480,10,0
503,Yuiyui,"NA1_4169601293",-11,-55,2655,-0.4,3438,1,2353,10,0
504,Yuiyui,"NA1_4169575676",-13,-15,-13422,-0.8,-21907,-3,1380,10,0
505,Yuiyui,"NA1_4169550624",-17,-40,-10015,-1.4,-11623,-1,1403,10,0
506,Yuiyui,"NA1_4104152428",20,35,18215,2,5978,2,1593,10,1
507,Yuiyui,"NA1_4104105718",-10,-38,-9808,-2.2,-11455,-3,1985,10,0
508,Yuiyui,"NA1_4102928469",-12,-40,-4060,-0.6,-7322,-4,1614,10,0
509,Yuiyui,"NA1_4101571190",-22,-28,-16034,-2,-22957,-2,982,10,0
510,Yuiyui,"NA1_4101486246",-12,10,-11689,-1.2,-21457,-2,1555,10,0
511,Yuiyui,"NA1_4101478139",11,27,10282,1,18835,0,1846,10,1
512,Yuiyui,"NA1_4100483785",5,6,2924,0.4,298,2,943,10,1
513,Yuiyui,"NA1_4099130933",-27,-22,-17891,-2.2,-15882,-2,1495,10,0
514,Yuiyui,"NA1_4099054809",-8,-5,-12895,-2.2,-17037,-1,1802,10,0
515,Yuiyui,"NA1_4097994534",-9,-22,-9423,-1.2,-15994,-1,1340,10,0
516,Yuiyui,"NA1_4097956174",-8,-23,-6400,-1,-10237,-3,2024,10,0
517,Yuiyui,"NA1_4097868236",-2,-15,-7060,-0.8,-9908,0,2295,10,0
518,Yuiyui,"NA1_4097863947",-17,-42,-6430,-1.4,-3780,-2,1053,10,0
519,Yuiyui,"NA1_4097837097",-20,-21,-15500,-1.2,-20248,-2,1658,10,0
520,Yuiyui,"NA1_4097802626",-8,-29,-13031,-1.8,-18998,-2,1476,10,0
521,Yuiyui,"NA1_4097748844",-13,-15,-7146,-1.2,-5423,-2,954,10,0
522,Yuiyui,"NA1_4097753174",14,8,13862,1.4,15355,4,1539,10,1
523,Yuiyui,"NA1_4097104905",-8,-19,-5536,-0.4,-1440,-4,1707,10,0
524,Yuiyui,"NA1_4097071518",17,19,12625,1.8,8516,1,1458,10,1
525,Yuiyui,"NA1_4097045366",0,-8,9853,1.2,15553,-1,1774,10,1
526,Yuiyui,"NA1_4096072076",-1,-28,-7161,-1.4,-24614,-3,2036,10,0
527,Yuiyui,"NA1_4095633977",-22,-22,-17238,-2.8,-19754,-4,1376,10,0
528,Yuiyui,"NA1_4095538411",10,29,9810,1,13411,3,1902,10,1
529,Yuiyui,"NA1_4095541336",-16,-23,-11065,-1.6,-1951,-4,1630,10,0
530,Yuiyui,"NA1_4094411488",-22,-6,-12331,-1.8,-14404,-3,2042,10,0
531,Yuiyui,"NA1_4094354602",-5,-19,-2111,0,-11376,-1,2164,10,0
532,Yuiyui,"NA1_4094337785",-18,-17,-13266,-2,-4875,-2,1438,10,0
533,Yuiyui,"NA1_4092963470",10,29,9893,1.6,4204,1,1486,10,1
534,Yuiyui,"NA1_4092929225",-15,-21,-12979,-1.6,-19861,0,1008,10,0
535,Skeleton142,"NA1_4267699454",19,33,14625,1.2,19856,0,1207,10,1
536,Skeleton142,"NA1_4267713091",26,26,8246,1,21636,-3,1904,10,1
537,Skeleton142,"NA1_4267607081",5,23,1882,1,12972,3,2127,10,1
538,Skeleton142,"NA1_4267414560",-22,-52,-13482,-2.4,-17883,0,1930,10,0
539,Skeleton142,"NA1_4267360467",-7,-10,-9350,-1.2,-14418,0,1636,10,0
540,Skeleton142,"NA1_4266514768",-19,-31,-12013,-1.4,-17455,-1,1868,10,0
541,Skeleton142,"NA1_4263945695",-11,-15,-8187,-0.4,-18536,-1,1921,10,0
542,Skeleton142,"NA1_4263062361",-5,-36,-1412,-1.4,-6296,-1,1580,10,0
543,Skeleton142,"NA1_4262472748",20,21,14893,1.6,25423,4,1629,10,1
544,Skeleton142,"NA1_4262181834",16,53,10587,1.6,7595,1,1767,10,1
545,Skeleton142,"NA1_4262146817",-18,-35,-14838,-1.2,-17492,-3,1503,10,0
546,Skeleton142,"NA1_4261436954",15,18,9121,1.6,13949,0,1742,10,1
547,Skeleton142,"NA1_4261211128",-7,-5,-6955,-1.6,-5729,-1,613,10,0
548,Skeleton142,"NA1_4261119821",22,45,9728,1.2,12795,2,2227,10,1
549,Skeleton142,"NA1_4260828228",10,13,5678,0.8,4065,2,1516,10,1
550,Skeleton142,"NA1_4260855294",-2,-10,-5466,-1.2,-9992,-1,1351,10,0
551,Skeleton142,"NA1_4260853365",-4,11,2407,0.6,9004,1,1393,10,1
552,Skeleton142,"NA1_4260172488",4,29,5390,1.4,1231,1,2106,10,1
553,Skeleton142,"NA1_4260067952",10,45,-2,1,1323,-1,1987,10,1
554,Skeleton142,"NA1_4259958522",-7,-20,-438,0.2,9196,-1,2126,10,1
555,Skeleton142,"NA1_4259954468",-10,-46,-10338,-1.6,-7860,1,1991,10,0
556,Skeleton142,"NA1_4259658078",-13,-34,-5854,-0.6,-10120,-1,1422,10,0
557,Skeleton142,"NA1_4259608428",-7,-7,-6895,-1,6361,0,1810,10,0
558,Skeleton142,"NA1_4259578449",10,20,8301,1,18923,1,2073,10,1
559,Skeleton142,"NA1_4259517563",-6,-16,-12135,-0.6,-17098,-4,1814,10,0
560,Skeleton142,"NA1_4259551612",-7,3,-9336,-1.6,-8808,-2,1080,10,0
561,Skeleton142,"NA1_4259469538",21,16,11171,0.8,11731,3,1298,10,1
562,Skeleton142,"NA1_4257468130",13,14,8583,1.4,16529,2,1764,10,1
563,Skeleton142,"NA1_4257155022",13,14,9640,1.2,14998,2,1887,10,1
564,Skeleton142,"NA1_4257151119",17,46,8614,1.4,8926,2,1764,10,1
565,Skeleton142,"NA1_4256639361",10,5,2931,1.4,-1724,4,1783,10,1
566,Skeleton142,"NA1_4256617437",10,29,8006,1.6,9870,1,1329,10,1
567,Skeleton142,"NA1_4256369662",-19,-14,-11194,-1.4,-18631,-4,1903,10,0
568,Skeleton142,"NA1_4255609831",21,20,11869,2,7841,2,955,10,1
569,Skeleton142,"NA1_4255338039",-9,-15,-7141,-1.2,-8280,-1,1966,10,0
570,Skeleton142,"NA1_4255364109",-14,-17,-9747,-1.6,-4966,-3,1581,10,0
571,Skeleton142,"NA1_4254906947",18,-6,12550,1.4,19933,4,1579,10,1
572,Skeleton142,"NA1_4254788846",10,4,155,0,13101,4,2608,10,1
573,Skeleton142,"NA1_4254743234",0,23,8287,0.2,11397,1,2348,10,1
574,Skeleton142,"NA1_4253955278",17,5,8291,0.6,7326,1,2036,10,1
575,Skeleton142,"NA1_4253647988",-17,-14,-12431,-1.4,-11981,-3,1185,10,0
576,Skeleton142,"NA1_4252201377",-5,9,-8274,-1,-8105,-2,1697,10,0
577,Skeleton142,"NA1_4252108836",15,10,14370,1.4,21367,-1,1210,10,1
578,Skeleton142,"NA1_4251034650",10,7,4470,0.2,11937,1,2437,10,1
579,Skeleton142,"NA1_4250861402",-11,-24,-10227,-1.6,-16714,-2,1462,10,0
580,Skeleton142,"NA1_4250069606",12,22,9484,1.6,11648,1,1249,10,1
581,Skeleton142,"NA1_4245434347",7,3,9352,1.2,10161,0,1322,10,1
582,Skeleton142,"NA1_4244030080",-14,-20,-9004,-1.4,-11471,0,1636,10,0
583,Skeleton142,"NA1_4243958299",-15,-20,-10369,-1.8,-17214,-3,1197,10,0
584,Skeleton142,"NA1_4243606792",21,36,6443,0.8,-4526,0,2298,10,1
585,LightningFlashes,"NA1_4263390497",19,15,13615,2.2,16848,2,1198,10,1
586,LightningFlashes,"NA1_4263364632",12,3,11402,1.2,18416,1,1458,10,1
587,LightningFlashes,"NA1_4262625287",-22,-18,-13497,-1.4,-17916,2,1150,10,0
588,LightningFlashes,"NA1_4262633730",-30,-1,-12359,-1.8,-21023,-2,1856,10,0
589,LightningFlashes,"NA1_4262651585",12,21,9944,1.8,12269,0,1803,10,1
590,LightningFlashes,"NA1_4262619889",-1,-26,-4958,-1.4,-10609,0,1918,10,0
591,LightningFlashes,"NA1_4262547825",-7,-8,-10893,-1.4,-21050,-4,1597,10,0
592,LightningFlashes,"NA1_4226490698",-17,-20,-9230,-1,-10562,-2,1181,10,0
593,LightningFlashes,"NA1_4183017515",18,18,10966,2,17474,3,1519,10,1
594,LightningFlashes,"NA1_4173199994",-15,-27,-14763,-2.6,-17906,-4,1583,10,0
595,LightningFlashes,"NA1_4168631380",18,15,13097,1.6,15333,2,963,10,1
596,LightningFlashes,"NA1_4167728446",-2,-3,-1283,-0.4,-4441,-3,1897,10,0
597,LightningFlashes,"NA1_4167737368",-1,-1,-111,0.4,179,0,194,10,1
598,LightningFlashes,"NA1_4167404348",-14,-23,-6927,-0.8,-11332,-2,1680,10,0
599,LightningFlashes,"NA1_4167379001",20,26,15121,1.4,20041,1,1160,10,1
600,LightningFlashes,"NA1_4167351097",11,21,7420,1.8,21214,3,1891,10,1
601,LightningFlashes,"NA1_4167301818",-3,11,5879,0.8,7893,1,1985,10,1
602,LightningFlashes,"NA1_4167252253",7,-23,5421,0.4,17686,5,2036,10,1
603,LightningFlashes,"NA1_4166338540",17,24,15180,1.2,11408,3,1943,10,1
604,LightningFlashes,"NA1_4166321031",19,31,9193,1.4,10854,2,1680,10,1
605,LightningFlashes,"NA1_4166240500",15,20,4753,0.4,15428,4,2589,10,1
606,LightningFlashes,"NA1_4166210541",-5,6,-8963,-0.8,-16583,0,2199,10,0
607,LightningFlashes,"NA1_4165081236",6,-8,4596,0.2,14583,3,2096,10,1
608,LightningFlashes,"NA1_4163703150",14,-9,11339,0.6,25117,4,1874,10,1
609,LightningFlashes,"NA1_4163636004",16,23,13061,1,16742,2,1612,10,1
